ID,Org ID,Descr,Sch Subj,Course Nbr,Descr,Unit Taken,Subject,Catalog
103631,102711,Adams State University,ENG,101,Communication Arts,3,ENG,101
72312,76989,Aims Community College,CIS,118,Intro PC Applications,3,BAP,105
95886,76989,Aims Community College,ENG,121,English Composition I,3,ENG ,101
72312,76989,Aims Community College,HIS,201,US History I,3,SS,GE
72312,76989,Aims Community College,MAT,121,College Algebra,4,MAT,104
97869,77062,Alamo Colleges,ACCT,2301,Principles of Accounting I - Financial,3,ACC,101
97869,77062,Alamo Colleges,ACCT,2302,Principles of Managerial Accounting,3,ACC,212
97869,77062,Alamo Colleges,ARTS,1316,Drawing I,3,FINARTS,GE
57987,77062,Alamo Colleges,ARTS,2356,Photography I,3,ART,206
57987,77062,Alamo Colleges,BUSI,1307,Personal Finance,3,FIN,101
57987,77062,Alamo Colleges,ECON,1301,Introduction to Economics,3,ECON,162
57987,77062,Alamo Colleges,ECON,2302,Introduction to Microeconomics,3,ECON,161
97869,77062,Alamo Colleges,ENGL,1301,Composition I,3,ENG,101
97869,77062,Alamo Colleges,ENGL,1302,Composition II,3,ENG,201
97869,77062,Alamo Colleges,HIST,1302,US History I,3,HIST,170
57987,77062,Alamo Colleges,HUMA,1301,Intro Human I,3,HUM,GE
57987,77062,Alamo Colleges,MATH,302,Elementary Algebra,3,MAT,97B
57987,77062,Alamo Colleges,MATH,1414,College Algebra,3,MAT,110
57987,77062,Alamo Colleges,PHIL,1301,Intro to Philosophy,3,HUM,GE
57987,77062,Alamo Colleges,SOCI,1301,Intro to Sociology,3,SS,GE
81570,81643,Amarillo College,BIOL,1308,Life Science I,3,LS,GE
81570,81643,Amarillo College,ECON,2301,Principles of Economics I,3,ECON,162
81570,81643,Amarillo College,ENGL,1301,Freshman Comp I,3,ENG,101
81570,81643,Amarillo College,ENGL,1302,Freshmen Comp II,3,ENG,201
81570,81643,Amarillo College,GOVT,2305,Government of the U.S.,3,POLS,110
81570,81643,Amarillo College,MATH,1314,College Algebra,3,MAT,110
88073,76973,American River College,ACCT,101,Fundamentals of College Accoun,3,ACC,105
77503,76973,American River College,ACCT,301,Financial Accounting,4,ACC,105
77503,76973,American River College,ACCT,311,Managerial Accounting,4,ACC,212
82915,76973,American River College,ART,300,Elementary Drawing and Comp,3,ART,106
84399,76973,American River College,ART,390,Ceramics,3,FINARTS,GE
85842,76973,American River College,BUS,300,Intro to Business,3,BUS,101
84399,76973,American River College,ECE,312,Child Development,3,SS,GE
82169,76973,American River College,ECE,314,Child Family Community,3,SS,GE
95025,76973,American River College,ECON,304,Principles of Microeconomics,3,ECON,161
111980,76973,American River College,ENGL 001A,300,College Composition,3,ENG,101
88073,76973,American River College,ENGWR,300,College Composition,3,ENG,101
88073,76973,American River College,ENGWR,302,Adv Comp & Critical Thinking,3,ENG,201
88073,76973,American River College,ENGWR,302,Adv Comp & Critical Thinking,3,HUM,GE
74749,76973,American River College,HEED,300,Health Science,3,LS,GE
77503,76973,American River College,HIST,310,History of the U.S.,3,SS,GE
88073,76973,American River College,HIST,311,History of the U S,3,HIST,170
88073,76973,American River College,HIST,311,History of the U S,3,SS,GE
82169,76973,American River College,HUM,310,Modern Humanities,3,HUM,GE
77624,76973,American River College,MATH,53,Intermediate Algebra,3,MAT,104
77503,76973,American River College,MATH,120,Intermediate Algebra,5,MAT,104
82915,76973,American River College,NUTRI,300,Nutrition,3,LS,103
82169,76973,American River College,POLS,301,Intro to Govt: US,3,AMGOVT,GE
77624,76973,American River College,PSYC,20,Applied Psych Prin,3,SS,GE
82915,76973,American River College,PSYC,300,General Principles,3,SS,101
74749,76973,American River College,PSYC,370,Human Dvlpmt: A Life Span,3,SS,GE
66295,76973,American River College,PSYC,372,Child Development,3,SS,GE
77624,76973,American River College,SPEECH,301,Speech Communication,3,COM,121
77624,76973,American River College,SPEECH,301,Speech Communication,3,HUM,GE
74749,76973,American River College,STAT,300,Intro Probability & Statistics,4,MAT,252
85842,76973,American River College,STAT,301,Intro Prob & Stats,3,MAT,252
94903,95283,Angelo State University,Art,2301,Art History,3,ART,101
94903,95283,Angelo State University,HIST,1301,History of the US,3,SS,GE
94903,95283,Angelo State University,MATH,1302,College Algebra,4,MAT,110
80771,81390,Anne Arundel Community College,ECO,121,Intro to Economics,3,ECON,162
80771,81390,Anne Arundel Community College,ENG,121,Composition and Literature,3,ENG,101
80771,81390,Anne Arundel Community College,ENG,222,The American Novel,3,HUM,GE
80771,81390,Anne Arundel Community College,ENG,227,Literary NonFiction,3,HUM,GE
80771,81390,Anne Arundel Community College,FLM,130,Introduction to American Film,3,FINARTS,GE
80771,81390,Anne Arundel Community College,HIS,111,Hist of Western Civ 1,3,SS,GE
80771,81390,Anne Arundel Community College,MAT,131,College Algebra,3,MAT,110
80771,81390,Anne Arundel Community College,MAT,191,Calculus & Analytic Geom 1,3,MAT,111
80771,81390,Anne Arundel Community College,PSY,111,Intro to Psychology,3,SS,101
80771,81390,Anne Arundel Community College,PSY,214,Intro to Abnormal Psychology,3,SS,GE
83117,80696,Antelope Valley College,ACCT,201,Financial Accountin,4,ACC,105
82240,80696,Antelope Valley College,ART,110,Drawing,3,ART,106
83117,80696,Antelope Valley College,ASTR,101,Astronomy,3,PS,GE
83117,80696,Antelope Valley College,BIOL,101,General Biology,4,LS,GE
83117,80696,Antelope Valley College,BUS,201,Business Law,3,BUS,221
83117,80696,Antelope Valley College,CIS,101,Intro Computer Info Science,3,BAP,105
83117,80696,Antelope Valley College,COMM,101,Intro to Public Speaking,3,COM,121
82240,80696,Antelope Valley College,COMM,103,Process of Communication,3,COM,121
79654,80696,Antelope Valley College,COMM,103,Process of Communication,3,COM,122
83117,80696,Antelope Valley College,COMM,219,Intercultural Communication,3,HUM,GE
83117,80696,Antelope Valley College,ECON,101,Prin of Macroeconomics,3,ECON,162
82240,80696,Antelope Valley College,ENGL,101,Academic Composition,3,ENG,101
83117,80696,Antelope Valley College,ENGL,101,Freshman Composition,3,ENG,101
83117,80696,Antelope Valley College,ENGL,102,Critical Thinking & Literature,3,ENG,201
83117,80696,Antelope Valley College,GEOG,105,Cultural Geography,3,PS,GE
83117,80696,Antelope Valley College,HE,101,Health Education,3,LS,GE
83117,80696,Antelope Valley College,HIST,107,"US History, 1607-1877",3,SS,GE
82240,80696,Antelope Valley College,ID,110,Interior Drafting and Design,3,ID,125
82240,80696,Antelope Valley College,ID,150,History of Design I,3,ID,210
83117,80696,Antelope Valley College,MATH,102,Intermediate Algebra,4,MAT,104
83117,80696,Antelope Valley College,MATH,115,Statistics,4,MAT,252
82240,80696,Antelope Valley College,MUS,111,Fundamentals of Music,3,FINARTS,GE
82240,80696,Antelope Valley College,OT,101,Beg Computer Keyboarding,3,BAS,100
82240,80696,Antelope Valley College,PHIL,106,Intro to Philosophy,3,PHIL,225
82736,80696,Antelope Valley College,PHIL,6A,Intro to Philosophy,3,HUM,GE
83117,80696,Antelope Valley College,PHOT,107,History of Photography,3,FINARTS,GE
83117,80696,Antelope Valley College,POLS,101,Amer Political Institutions,3,POLS,110
81324,81997,Antioch University Seattle,MAP,5020,ProSemI:Domain Applied Psych,3,HUM,GE
81324,81997,Antioch University Seattle,MAP,612J,Human Development in Contex:,3,COM,122
73163,77486,Arapahoe Community College,ACC,121,Accounting Principes I,4,ACC,105
73163,77486,Arapahoe Community College,BIO,111,General College Biology,3,LS,GE
73163,77486,Arapahoe Community College,COM,115,Public Speaking,3,COM,121
73163,77486,Arapahoe Community College,COM,125,Interpersonal Communication,3,COM,122
73163,77486,Arapahoe Community College,ECO,201,Prin of Macroeconomics,3,ECON,162
73163,77486,Arapahoe Community College,ECO,202,Prin of Microeconomics,3,ECON,161
86339,77486,Arapahoe Community College,ENG,121,English Composition I,3,ENG,101
86339,77486,Arapahoe Community College,ENG,122,English Composition I,3,ENG,201
73163,77486,Arapahoe Community College,GEO,105,World Regional Geography,3,PS,GE
86339,77486,Arapahoe Community College,HIS,201,US HIstory to Reconst: HII,3,SS,GE
86339,77486,Arapahoe Community College,HIS,202,US History since Civil War:HI1,3,SS,GE
86339,77486,Arapahoe Community College,MAT,121,College Algebra: MA1,4,MAT,110
73163,77486,Arapahoe Community College,MAT,121,College Algebra,4,MAT,110
111098,77486,Arapahoe Community College,MAT,160,College Algebra,4,MAT,110
86339,77486,Arapahoe Community College,MET,150,General Meteorology: SC1,4,PS,GE
73163,77486,Arapahoe Community College,PHI,112,Ethics: AH3,3,HUM,GE
73163,77486,Arapahoe Community College,PHI,113,Logic: AH3,3,HUM,GE
73163,77486,Arapahoe Community College,POS,111,American Government,3,POLS,110
86339,77486,Arapahoe Community College,POS,111,American Government: SS1,3,POLS,110
73163,77486,Arapahoe Community College,PSY,101,General Psychology I: SS3,3,SS,101
95855,77486,Arapahoe Community College,SPE,125,Interpersonal Communication,3,COM,122
87620,81079,Arizona State University,ARS,102,Art from Renaissance/Present,3,ART,101
87620,81079,Arizona State University,ARS,310,Introduction to Art,3,FINARTS,GE
77242,81079,Arizona State University,AST,111,Intro Solar System Astronomy,3,PS,108
87620,81079,Arizona State University,BIO,100,The Living World,4,LS,GE
87620,81079,Arizona State University,CIS,103,Computer Applications Info Tec,3,BAP,105
77242,81079,Arizona State University,ENG,101,First-Year Composition,3,ENG,101
87620,81079,Arizona State University,ENG,102,First Year Composition,3,ENG,201
80667,81079,Arizona State University,ENG,102,First-Year Composition,3,ENG,201
77242,81079,Arizona State University,HIST,101,Global History Since 1600,3,SS,GE
77242,81079,Arizona State University,NTR,100,Introductory Nutrition,3,LS,103
80667,81079,Arizona State University,PHI,103,Principles of Sound Reasoning,3,HUM,GE
87620,81079,Arizona State University,SOC,101,Introductory Sociology,3,SS,GE
119186,119657,Arkansas State Univeristy,ENG,1003,Composition I,3,ENG,101
119186,119657,Arkansas State Univeristy,ENG,1013,Composition II,3,ENG,201
119186,119657,Arkansas State Univeristy,MATH ,1023,College Algebra,3,MAT,110
55640,80697,Ashford University,ENG,121,English Composition I,3,ENG,101
55640,80697,Ashford University,ENG,122,English Composition II,3,ENG,201
55640,80697,Ashford University,ENG,225,Introduction to Film,3,FINARTS,GE
55640,80697,Ashford University,PHI,103,Informal Logic,3,HUM,GE
55640,80697,Ashford University,PSY,202,Adult Development and Life As,3,SS,GE
55640,80697,Ashford University,SOC,120,Introduction to Ethics & Socia,3,SS,GE
109827,109884,Atlantic Cape Community College,ALHT,110,Comprehensive Medical Terminology,3,HP,140
109827,109884,Atlantic Cape Community College,ENGL,101,Composition I,3,ENG ,101
109827,109884,Atlantic Cape Community College,ENGL,102,Composition II,3,ENG ,201
69673,77736,Augusta State University,BIOL,1107,Principles of Biology I,4,LS,GE
69673,77736,Augusta State University,COMS,1020,Fundamentals of Human Comm,3,COM,121
69673,77736,Augusta State University,ENGL,1101,College Composition I,3,ENG,101
69673,77736,Augusta State University,ENGL,1102,College Composition II,3,ENG,201
69673,77736,Augusta State University,HIST,2112,United States since 1877,3,SS,GE
69673,77736,Augusta State University,MATH,1111,College Algebra,3,MAT,110
69673,77736,Augusta State University,SOCI,1101,Introduction to Sociology,3,SS,GE
94254,96138,Austin Community College,ECON,2301,Macroeconomics,3,ECON,162
94254,96138,Austin Community College,ENGL,1301,English Composition I,3,ENG,101
94254,96138,Austin Community College,ENGL,1302,English Composition II,3,ENG,201
94254,96138,Austin Community College,GOVT,2305,United States Government,3,POLS,110
94254,96138,Austin Community College,HIST ,1301,United States History,3,HIST,170
94254,96138,Austin Community College,PSYC,2301,Intro to Psychology,3,SS,101
77001,77256,Austin Peay State University,ACCT,2010,Principles of Accounting I,3,ACC,105
77001,77256,Austin Peay State University,ART,1030,Art Appreciation,3,FINARTS,GE
77001,77256,Austin Peay State University,ECON,2020,Principles of Microeconomics,3,ECON,161
70068,77256,Austin Peay State University,ENG,1010,English Comp I,3,ENG,101
77001,77256,Austin Peay State University,ENGL,1010,English Composition,3,ENG,101
77001,77256,Austin Peay State University,ENGL,1020,English Composition,3,ENG,201
77001,77256,Austin Peay State University,ENGL,2030,Traditions in World Literatur,3,HUM,GE
77001,77256,Austin Peay State University,GEOL,1040,Physical Geology,3,PS,GE
77001,77256,Austin Peay State University,HIST,1210,World History I,3,SS,GE
77001,77256,Austin Peay State University,HIST,2010,American History I,3,SS,GE
77001,77256,Austin Peay State University,HIST,2020,American History II,3,SS,GE
77001,77256,Austin Peay State University,MATH,1530,Elements of Statistics,3,MAT,252
77001,77256,Austin Peay State University,MUS,1030,Music Appreciation,3,MUS,105
77001,77256,Austin Peay State University,POLS,2010,American National Government,3,POLS,110
77001,77256,Austin Peay State University,POLS,3090,The United Nations,3,SS,GE
77001,77256,Austin Peay State University,THEA,1030,Intro to Theatre,3,FINARTS,GE
76218,77380,Bakersfield College,ANTH,B1,Physical Anthropology,3,SS,GE
84068,77380,Bakersfield College,ART,B1,Art Apreciation,3,FINARTS,GE
86931,77380,Bakersfield College,BIOL,B3A,General Biology I,5,LS,GE
86931,77380,Bakersfield College,BSAD,B1,Financial Accounting,3,ACC,105
86931,77380,Bakersfield College,BSAD,B20,Introduction to Business,3,BUS,101
76218,77380,Bakersfield College,CHEM,B2A,Intro General Chemistry,4,PS,GE
76218,77380,Bakersfield College,COMM,B1,Public Speaking,3,COM,121
76218,77380,Bakersfield College,COMM,B2,Interpersonal Communication,3,COM,122
80080,77380,Bakersfield College,ECON,B1,Principles of Economics- Micro,3,ECON,161
80080,77380,Bakersfield College,ECON,B2,Principles of Economics - Macr,3,ECON,162
76218,77380,Bakersfield College,ENGL,B1,Introductory Composition,4,ENG,101
77121,77380,Bakersfield College,ENGL,B1A,Expository Composition,4,ENG,101
76218,77380,Bakersfield College,ENGL,B1A,Expository Composition,4,ENG,201
84068,77380,Bakersfield College,GEOL,B10,Introduction to Geology,3,PS,GE
95035,77380,Bakersfield College,HIST,B1,World History I,3,SS,GE
80080,77380,Bakersfield College,HIST,B17A,History of the United States,3,SS,GE
80080,77380,Bakersfield College,HIST,B17B,History/ United States 1870,3,SS,GE
86931,77380,Bakersfield College,HIST,B17B,"History/United States, 1870",3,SS,GE
84068,77380,Bakersfield College,HIST,B2,History of World since 1500,3,SS,GE
76218,77380,Bakersfield College,HIST,H17A,History of the United States,3,SS,GE
76218,77380,Bakersfield College,MATH,B6A,Analytic Geometry/Calculus I,4,MAT,111
80080,77380,Bakersfield College,MATH,BA,Elementary Algebra,5,MAT,97
95035,77380,Bakersfield College,MATH,BD,Intermediate Algebra,4,MAT,104
86931,77380,Bakersfield College,MEDS,B60,Medical Terminology,3,HP,140
76218,77380,Bakersfield College,MUSC,B2,Basic Elements of Music,3,FINARTS,GE
76218,77380,Bakersfield College,PHIL,B7,Introduction to Logic,3,HUM,GE
80080,77380,Bakersfield College,POLS,B1,"Amer Government/Natl, St. Loca",3,POLS,110
84068,77380,Bakersfield College,SOCI,B1,Introduction to Sociology,3,SS,GE
67928,77359,Ball State University,ENG,103,Rhet & Writ,3,ENG,201
67928,77359,Ball State University,ENG,104,Composition 2,3,ENG,101
67928,77359,Ball State University,HIST,150,West World,3,SS,GE
67928,77359,Ball State University,MATHS,125,Math Applic,3,MAT,106
67928,77359,Ball State University,MATH,111,Precalculus Algebra,3,MAT,110
67928,77359,Ball State University,MUHIS,100,Intro Music,3,FINARTS,GE
82137,82362,Barstow Community College,HEAL,1,Health Education,3,LS,GE
82137,82362,Barstow Community College,SPCH,1,Elements of Public Speaking,3,COM,121
77101,77445,Barton College,ACC,101,Elem Acctg I,3,ACC,105
77101,77445,Barton College,ART,11,General Drawing,3,ART,106
77101,77445,Barton College,ART,105,Two Dimensional Design,3,FINARTS,GE
77101,77445,Barton College,BIO,111,General Biology,3,LS,GE
77101,77445,Barton College,ECO,231,Prin of Macro Economics,3,ECON,162
77101,77445,Barton College,ENG,101,Composition I,3,ENG,101
77101,77445,Barton College,ENG,102,Composition II,3,ENG,201
77101,77445,Barton College,ENG,204,World AUthors I,3,HUM,GE
77101,77445,Barton College,HIS,101,Hist of Civil to 1789,3,SS,GE
77101,77445,Barton College,MAT,102,College Algebra,3,MAT,110
77101,77445,Barton College,POL,230,Amer Gov and Politics,3,AMGOVT,GE
77101,77445,Barton College,POL,231,St & Local Govt,3,SS,GE
77101,77445,Barton College,REL,106,Expl Christ Thg,3,HUM,GE
77101,77445,Barton College,SOC,321,Marr & The Fam,3,SS,GE
76096,76151,Bellevue College,ART,260,Basic Ceramics I,5,FINARTS,GE
76096,76151,Bellevue College,ASTR&,100,Survey of Astronomy,5,PS,108
88170,76151,Bellevue College,BUS&,101,Introduction to Business,5,BUS,101
86266,76151,Bellevue College,CHEM,121,Intro to Chemistry,6,PS,GE
86164,76151,Bellevue College,CMST,101,Intro to Communication,5,HUM,GE
88170,76151,Bellevue College,CMST,280,Intercultural Communctn,5,HUM,GE
76096,76151,Bellevue College,ECON,100,Intro Basic Econ Prin,5,ECON,162
88170,76151,Bellevue College,ECON,201,Microeconomics,5,ECON,161
79657,76151,Bellevue College,ECON&,201,Microeconomics,5,ECON,161
72443,76151,Bellevue College,ENGL,101,Written Expression,5,ENG,101
86266,76151,Bellevue College,ENGL,101,English Composition I,5,ENG,101
76096,76151,Bellevue College,ENGL,115,The Film as Literature,5,HUM,GE
76096,76151,Bellevue College,ENGL,201,The Research Paper,5,ENG,201
76096,76151,Bellevue College,ENGL,215,Myth Folktale & Legend,5,HUM,GE
79657,76151,Bellevue College,ENGL&,101,English Composition I,5,ENG,101
79657,76151,Bellevue College,GEOG,100,Intro to Geography,5,PS,GE
72443,76151,Bellevue College,HIST,101,History of Civilization,5,SS,GE
86266,76151,Bellevue College,HIST,146,US History I,5,HIST,170
86266,76151,Bellevue College,HIST,147,US History II,5,POLS,110
76096,76151,Bellevue College,HIST&,147,US History II,5,SS,GE
76096,76151,Bellevue College,HIST&,148,US History III,5,SS,GE
86266,76151,Bellevue College,HLTH,250,Wellness,5,LS,GE
88170,76151,Bellevue College,MATH,97,Introductory Algebra I,5,MAT,97
86266,76151,Bellevue College,MATH,141,Precalculus I,5,MAT,110
86266,76151,Bellevue College,MATH,142,Precalculus II,5,MAT,111
72443,76151,Bellevue College,MATH,156,College Alg:Bus/Soc Sci,5,MAT,110
79657,76151,Bellevue College,MATH&,107,Math in Society,5,MAT,106
79657,76151,Bellevue College,MATH&,141,Precalulus,5,MAT,110
79657,76151,Bellevue College,MATH&,151,Calculus I,5,MAT,111
88170,76151,Bellevue College,MKTG,110,Client Customer Relation,5,BUS,151
86266,76151,Bellevue College,MUSC,116,History of Rock & Roll,5,FINARTS,GE
79657,76151,Bellevue College,MUSC&,105,Music Appreciation,5,MUS,105
76096,76151,Bellevue College,POLS&,202,American Government,5,POLS,110
72443,76151,Bellevue College,POLSC,101,Introduction to Politics,5,SS,GE
77525,76151,Bellevue College,PSYC,100,General Psychology,5,SS,GE
72443,76151,Bellevue College,PSYCH,240,Social Psychology,5,SS,GE
72443,76151,Bellevue College,SOC,110,Intro to Sociology,5,SS,GE
88170,76151,Bellevue College,SOC&,101,Intro to Sociology,5,SS,GE
72443,76151,Bellevue College,SPCH,225,Small Group Communication,5,COM,122
74971,79253,Bemidji State University,ENGL,1151,Composition,3,ENG,101
74971,79253,Bemidji State University,ENGL,2190,Intro Creative Wrtg,3,HUM,GE
74971,79253,Bemidji State University,GEOG,3810,Geography of Europe,3,PS,GE
74971,79253,Bemidji State University,HST,1304,"World Hist I, Prehis-1500",3,SS,GE
74971,79253,Bemidji State University,HST,1305,"World Hist II, 1500- Pres",3,SS,GE
74971,79253,Bemidji State University,SCI,1120,Physical Science II,4,PS,GE
74971,79253,Bemidji State University,THTR,2220,Acting I,3,FINARTS,GE
74781,83150,Benedictine College,HI,213,U.S. Hist Since 1865,3,SS,GE
85793,88525,Big Bend Community College,ENGL,101,English Composition I,5,ENG,101
92272,88525,Big Bend Community College,ENGL,102,Composition II,3,ENG ,201
92272,88525,Big Bend Community College,ENVS,100,Environmental Science,3,LS,110
85793,88525,Big Bend Community College,HIST,136,US History I,5,SS,GE
92272,88525,Big Bend Community College,MATH,120,College Algebra,4,MAT,110
92272,88525,Big Bend Community College,MATH,141,Precalculus I,4,MAT,110
85793,88525,Big Bend Community College,MPC,95,Elementary Algebra,1,MAT,97
92272,88525,Big Bend Community College,MUSC,105,Music Appreciation,3,MUS,105
85793,88525,Big Bend Community College,PEH,100,Lifetime Wellness,3,LS,GE
92272,88525,Big Bend Community College,PHIL,101,Intro to Philosophy,3,HUM,GE
85793,88525,Big Bend Community College,PHIL,106,Intro to Logic,5,PHIL,225
85793,88525,Big Bend Community College,POLS,202,American Government,5,POLS,110
97927,98026,Black Hawk College,ENG,101,Composition I,3,ENG,101
97927,98026,Black Hawk College,MATH,112,College Algebra,4,MAT ,110
97927,98026,Black Hawk College,PSYC,101,Intro to Psychology,3,SS,101
97927,98026,Black Hawk College,SPEC,101,Principles of Speech Comm,3,COM,121
73177,81728,Blinn College,BIOL,1406,General Biology I,4,LS,GE
73177,81728,Blinn College,GOVT,2305,AM Govnmnt - Federal,3,POLS,110
73177,81728,Blinn College,HIST,1301,Hist. of U.S. I,3,SS,GE
73177,81728,Blinn College,HIST,1302,Hist. of U.S. II,3,SS,GE
80803,81728,Blinn College,MATH,309,Pre-Algebra,3,MAT,90
73177,81728,Blinn College,MATH,1314,College Algebra,3,MAT,110
73177,81728,Blinn College,PSYC,2301,General Psychology,3,SS,101
73177,81728,Blinn College,SPCH,1315,Public Speaking,3,COM,121
82976,77386,Blue Mountain Community Colleg,BI,102,General Biology,4,LS,GE
82976,77386,Blue Mountain Community Colleg,BI,103,General Biology,4,LS,GE
77318,77386,Blue Mountain Community Colleg,COM,111,Fundamentals of Speech,4,COM,121
77318,77386,Blue Mountain Community Colleg,FN,225,Nutrition,4,LS,GE
77318,77386,Blue Mountain Community Colleg,HPE,295,Health and Fitness for Life,3,LS,GE
77318,77386,Blue Mountain Community Colleg,MTH,95,Intermediate Algebra,5,MAT,104
77318,77386,Blue Mountain Community Colleg,PHL,101,Introduction to Philosophy,4,HUM,GE
77318,77386,Blue Mountain Community Colleg,PSY,201,General Psychology,4,SS,101
77318,77386,Blue Mountain Community Colleg,PSY,237,Human Development,4,SS,GE
77318,77386,Blue Mountain Community Colleg,SOC,204,General Sociology,3,SS,GE
77318,77386,Blue Mountain Community Colleg,SOC,205,General Sociology,4,SS,GE
77318,77386,Blue Mountain Community Colleg,WR,121,English Composition,3,ENG,101
82976,77386,Blue Mountain Community Colleg,WR,121,English Composition,4,ENG,101
77318,77386,Blue Mountain Community Colleg,WR,122,English Composition,3,ENG,201
82976,77386,Blue Mountain Community Colleg,WR,122,English Composition,4,ENG,201
77318,77386,Blue Mountain Community Colleg,WR,123,English Composition,3,HUM,GE
77039,76637,Boise State University,ART,100,Introduction to Art,3,FINARTS,GE
79838,76637,Boise State University,ART,100,ntroduction to Art,3,FINARTS,GE
79838,76637,Boise State University,BIOL,100,Concepts of Biology,4,LS,GE
77805,76637,Boise State University,BIOL,107,Intorduction to Human Biology,4,LS,GE
77039,76637,Boise State University,COMM,101,Fund of Speech Communication,3,COM,121
76321,76637,Boise State University,ECON,201,Principles of Macroeconomics,3,ECON,162
80493,76637,Boise State University,ECON,202,Principles of Microeconomics,3,ECON,162
82063,76637,Boise State University,ENGL,101,English Composition,3,ENG,101
79945,76637,Boise State University,ENGL,102,English Composition,3,ENG,201
79838,76637,Boise State University,ENGL,267,Survey of British Lit to 1790,3,HUM,GE
80493,76637,Boise State University,GEOS,100,Fundamentals Of Geology,4,PS,GE
77039,76637,Boise State University,HIST,100,Themes in World History,3,SS,GE
79838,76637,Boise State University,HIST,111,United States History,3,SS,GE
82754,76637,Boise State University,KINES,140,Personal Health,3,LS,GE
76321,76637,Boise State University,MATH,25,Elementary Alegbra,3,MAT,97
82754,76637,Boise State University,MATH,25,Elementary Algebra,3,MAT,97
79838,76637,Boise State University,MATH,124,Intro to Mathmatical Thought,4,MAT,106
79838,76637,Boise State University,MATH,170,Calculus,4,MAT,111
77805,76637,Boise State University,MATH,254,Applied Stats with Computers,4,MAT,252
79838,76637,Boise State University,MUS,100,Introduction to Music,3,FINARTS,GE
77039,76637,Boise State University,PHIL,101,Introduction to Philosophy,3,HUM,GE
83189,76637,Boise State University,PHIL,101,Introduction to Philosophy,3,SS,GE
76955,76637,Boise State University,POLS,101,American National Government,3,POLS,110
82754,76637,Boise State University,PSYC,101,General Psychology,3,SS,101
79838,76637,Boise State University,PSYC,101,General Psychology,3,SS,GE
77039,76637,Boise State University,SOC,101,Introduction to Sociology,3,SS,GE
82051,82078,Borough of Manhattan Community,ENG,101,English Comp I,3,ENG,101
82051,82078,Borough of Manhattan Community,LIN,100,Lang and Culture,3,HUM,GE
82051,82078,Borough of Manhattan Community,POL,100,American Government,3,POLS,110
64762,450,Brigham Young University,A HTG,100,American Heritage,3,HIST,170
82975,450,Brigham Young University,A HTG,100H,Honors American Heritage,3,HIST,170
76894,450,Brigham Young University,ACC,200,Principles of Accounting,3,ACC,105
87296,450,Brigham Young University,ACC,201,Prin of Financial Accounting,3,ACC,105
87296,450,Brigham Young University,ACC,202,Prin of Managerial Accounting,3,ACC,212
64997,450,Brigham Young University,ACC,210,Principles of Acctg 2,3,ACC,212
69110,450,Brigham Young University,ANTH,101,Social/Cultural Anthropology,3,SS,105
84174,450,Brigham Young University,ANTH,105,Intro to Soc Anthr,3,SS,105
83189,450,Brigham Young University,ANTHR,101,Social/Cultural Anthropology,3,SS,105
75038,450,Brigham Young University,ANTHR,105,Intro to Soc Anth,3,SS,105
82134,450,Brigham Young University,ANTHR,110,Intro to Archaeology,3,SS,GE
76130,450,Brigham Young University,ANTHR,350,Arch Cultures of N America,3,SS,GE
60586,450,Brigham Young University,ANTHR,351,Archaeology and the Bible,3,SS,GE
87146,450,Brigham Young University,ART,111,Intro Art History,3,ART,101
83909,450,Brigham Young University,ARTDS,312,Survey Art & Arch,3,FINARTS,GE
83909,450,Brigham Young University,ARTDS,322,Adv Figure Drawing,2,ENG,101
82143,450,Brigham Young University,ARTHC,111,Introduction to Art History,3,ART,101
73304,450,Brigham Young University,ARTHC,201,World Civilization to 1500,3,HUM,GE
88311,450,Brigham Young University,ARTHC,202,World Civilization Since 1500,3,HUM,GE
63236,450,Brigham Young University,ARTHC,300,"Art Hist Method, Rsrch, Wrtgn",3,ART,101
63236,450,Brigham Young University,ARTHC,306,Roman Art,3,FINARTS,GE
63236,450,Brigham Young University,ARTHC,325,Northern Renaissance,3,HUM,GE
60586,450,Brigham Young University,ARTHC,330,South Baroque Art,3,FINARTS,GE
75038,450,Brigham Young University,BIO,100,Principles of Biology,3,LS,GE
64207,450,Brigham Young University,BIO,130,Biology,4,LS,GE
80947,450,Brigham Young University,BIOAG,100,Principles Biology,3,LS,GE
87146,450,Brigham Young University,BIOAG,100,Principles of Biology,3,LS,GE
82134,450,Brigham Young University,BIOL,100,Principles of Biology,3,LS,GE
75114,450,Brigham Young University,BIOL,130,Intro to Biology,4,LS,GE
82975,450,Brigham Young University,BIOL,200,Intro to Biology,4,LS,GE
77432,450,Brigham Young University,BIOL,360,Cell Biology,3,LS,GE
86524,450,Brigham Young University,BUS M,200,Personal Finance,3,FIN,101
73898,450,Brigham Young University,BUS M,241,Marketing Management,3,BUS,151
84564,450,Brigham Young University,BUS M,301,Financial Management,3,FIN,101
84564,450,Brigham Young University,BUS M,341,Marketing Management,3,BUS,151
75114,450,Brigham Young University,BUS W,200,Personal Finance,2,FIN,101
87146,450,Brigham Young University,CDFR,210,Child Development,3,SS,GE
74531,450,Brigham Young University,CE EN,103,Engineering Mechanics-Statics,3,ECON,162
84174,450,Brigham Young University,CHEM,100,Elementary College Chemistry,3,PS,GE
